order_id,order_date,customer_id,store_id,product_id,qty,unit_price
SO-000193,2025-08-27,96,4,212,6,49.36
SO-000193,2025-08-27,96,4,145,5,260.85
SO-000194,2025-10-22,10,5,144,4,136.35
SO-000194,2025-10-22,10,5,498,1,59.45
SO-000194,2025-10-22,10,5,285,3,40.5
SO-000195,2025-09-22,195,6,285,4,97.04
SO-000195,2025-09-22,195,6,272,5,319.58
SO-000195,2025-09-22,195,6,457,5,22.23
SO-000195,2025-09-22,195,6,313,6,265.17
SO-000195,2025-09-22,195,6,311,6,161.65
SO-000196,2026-02-15,151,2,132,3,72.02
SO-000196,2026-02-15,151,2,231,6,99.39
SO-000196,2026-02-15,151,2,494,4,28.25
SO-000196,2026-02-15,151,2,49,3,187.98
SO-000196,2026-02-15,151,2,188,7,257.21
SO-000197,2025-11-15,148,6,495,4,284.8
SO-000198,2026-01-21,106,1,67,4,313.12
SO-000198,2026-01-21,106,1,238,4,201.46
SO-000199,2025-11-11,12,8,242,5,209.27
SO-000199,2025-11-11,12,8,147,5,126.09
SO-000199,2025-11-11,12,8,220,3,9.57
SO-000199,2025-11-11,12,8,198,7,60.03
SO-000199,2025-11-11,12,8,194,6,206.12
SO-000200,2025-09-09,18,8,4,1,314.91
SO-000200,2025-09-09,18,8,56,5,59.2
SO-000200,2025-09-09,18,8,444,4,117.23
SO-000200,2025-09-09,18,8,131,4,289.52
SO-000200,2025-09-09,18,8,152,1,298.69
SO-000201,2025-10-03,164,8,353,2,54.45
SO-000201,2025-10-03,164,8,358,2,108.74
SO-000201,2025-10-03,164,8,186,2,120.21
SO-000201,2025-10-03,164,8,384,6,110.78
SO-000202,2025-10-05,142,8,343,1,93.88
SO-000203,2025-08-29,123,1,65,4,248.52
SO-000204,2025-11-07,96,2,198,3,131.6
SO-000204,2025-11-07,96,2,394,5,316.54
SO-000204,2025-11-07,96,2,182,7,293.35
SO-000204,2025-11-07,96,2,240,1,164.17
SO-000204,2025-11-07,96,2,100,2,78.5
SO-000205,2026-01-06,175,1,11,3,124.48
SO-000205,2026-01-06,175,1,424,1,193.39
SO-000205,2026-01-06,175,1,162,4,95.55
SO-000206,2025-10-27,151,6,63,7,271.9
SO-000206,2025-10-27,151,6,327,7,60.09
SO-000206,2025-10-27,151,6,124,6,266.46
SO-000207,2025-09-22,129,1,12,7,190.65
SO-000207,2025-09-22,129,1,299,5,306.9
SO-000207,2025-09-22,129,1,3,3,84.17
SO-000207,2025-09-22,129,1,418,4,281.83
SO-000208,2026-01-14,113,4,126,1,242.37
SO-000208,2026-01-14,113,4,94,4,284.26
SO-000209,2026-01-14,181,2,140,7,185.72
SO-000210,2025-08-20,143,2,351,7,125.0
SO-000210,2025-08-20,143,2,402,2,309.76
SO-000211,2026-01-31,148,8,24,7,183.69
SO-000211,2026-01-31,148,8,164,7,224.89
SO-000212,2025-08-21,136,6,363,2,50.36
SO-000212,2025-08-21,136,6,165,2,63.98
SO-000212,2025-08-21,136,6,61,7,165.15
SO-000213,2026-02-09,67,5,157,5,128.35
SO-000213,2026-02-09,67,5,244,4,202.02
SO-000213,2026-02-09,67,5,76,7,161.57
SO-000214,2025-10-26,96,6,324,6,172.99
SO-000214,2025-10-26,96,6,18,1,128.48
SO-000214,2025-10-26,96,6,458,7,241.08
SO-000215,2025-12-02,173,1,490,7,88.33
SO-000215,2025-12-02,173,1,20,1,230.13
SO-000216,2025-08-25,129,3,132,4,184.2
SO-000216,2025-08-25,129,3,292,2,100.14
SO-000216,2025-08-25,129,3,221,3,286.59
SO-000216,2025-08-25,129,3,167,3,214.13
SO-000217,2025-10-11,59,2,151,4,80.11
SO-000218,2025-08-29,182,4,109,5,137.34
SO-000218,2025-08-29,182,4,341,6,32.3
SO-000218,2025-08-29,182,4,427,7,248.58
SO-000218,2025-08-29,182,4,423,3,95.03
SO-000219,2025-09-05,199,4,262,7,155.69
SO-000219,2025-09-05,199,4,330,5,156.85
SO-000220,2025-09-21,104,2,331,7,294.13
SO-000220,2025-09-21,104,2,20,1,138.31
SO-000220,2025-09-21,104,2,307,3,88.84
SO-000220,2025-09-21,104,2,141,7,17.79
SO-000221,2026-01-20,143,2,63,6,304.74
SO-000221,2026-01-20,143,2,116,7,178.52
SO-000221,2026-01-20,143,2,293,1,280.93
SO-000221,2026-01-20,143,2,160,1,117.9
SO-000221,2026-01-20,143,2,241,4,89.98
SO-000222,2025-10-09,28,5,40,2,221.49
SO-000222,2025-10-09,28,5,296,3,131.86
SO-000222,2025-10-09,28,5,86,2,252.33
SO-000222,2025-10-09,28,5,394,4,219.43
SO-000223,2026-01-04,102,5,35,5,211.12
SO-000223,2026-01-04,102,5,277,1,293.29
SO-000223,2026-01-04,102,5,27,3,187.24
SO-000223,2026-01-04,102,5,128,6,65.92
SO-000224,2026-02-12,193,4,75,1,217.85
SO-000224,2026-02-12,193,4,211,6,233.5
SO-000225,2025-08-31,29,3,239,5,299.33
SO-000225,2025-08-31,29,3,7,1,233.71
SO-000225,2025-08-31,29,3,41,2,296.02
SO-000225,2025-08-31,29,3,248,4,90.57
SO-000225,2025-08-31,29,3,418,5,189.57
SO-000226,2025-10-26,19,4,264,6,198.44
SO-000226,2025-10-26,19,4,150,7,47.29
SO-000226,2025-10-26,19,4,108,1,63.36
SO-000226,2025-10-26,19,4,32,1,52.14
SO-000226,2025-10-26,19,4,96,3,45.26
SO-000227,2026-02-04,26,6,291,4,228.34
SO-000227,2026-02-04,26,6,60,7,80.69
SO-000227,2026-02-04,26,6,61,4,191.03
SO-000228,2025-11-06,33,4,308,7,313.88
SO-000229,2025-10-15,52,4,191,4,196.1
SO-000229,2025-10-15,52,4,89,7,157.88
SO-000229,2025-10-15,52,4,435,5,89.32
SO-000230,2025-12-02,70,6,133,6,83.93
SO-000230,2025-12-02,70,6,10,6,276.59
SO-000230,2025-12-02,70,6,306,6,261.51
SO-000231,2025-11-13,63,8,139,7,294.28
SO-000231,2025-11-13,63,8,290,1,52.61
SO-000231,2025-11-13,63,8,130,2,282.8
SO-000231,2025-11-13,63,8,406,6,146.53
SO-000231,2025-11-13,63,8,450,6,100.89
SO-000232,2026-02-10,173,8,256,7,186.61
SO-000233,2026-01-16,118,4,421,2,317.17
SO-000233,2026-01-16,118,4,235,7,77.24
SO-000233,2026-01-16,118,4,129,7,276.49
SO-000234,2025-10-23,138,6,205,4,76.86
SO-000234,2025-10-23,138,6,161,1,161.03
SO-000234,2025-10-23,138,6,72,1,12.68
SO-000234,2025-10-23,138,6,116,4,83.02
SO-000235,2025-08-23,28,7,154,2,313.77
SO-000236,2025-09-21,66,7,487,2,90.26
SO-000236,2025-09-21,66,7,445,2,233.14
SO-000236,2025-09-21,66,7,117,7,89.87
SO-000236,2025-09-21,66,7,343,4,78.87
SO-000236,2025-09-21,66,7,161,7,42.9
SO-000237,2025-09-24,110,5,58,7,262.08
SO-000237,2025-09-24,110,5,385,6,194.23
SO-000238,2025-08-31,146,7,163,1,137.23
SO-000238,2025-08-31,146,7,356,3,310.36
SO-000238,2025-08-31,146,7,213,6,233.32
SO-000238,2025-08-31,146,7,203,1,27.38
SO-000238,2025-08-31,146,7,466,6,63.22
SO-000239,2025-11-25,114,3,65,7,178.51
SO-000239,2025-11-25,114,3,41,7,130.19
SO-000240,2025-09-12,78,6,270,3,229.16
SO-000240,2025-09-12,78,6,114,2,124.35
SO-000240,2025-09-12,78,6,57,4,307.92
SO-000240,2025-09-12,78,6,184,7,155.68
SO-000240,2025-09-12,78,6,157,7,281.58
SO-000241,2025-12-29,10,1,450,7,289.55
SO-000242,2026-01-10,11,4,47,7,304.09
SO-000242,2026-01-10,11,4,406,4,274.06
SO-000242,2026-01-10,11,4,379,1,78.23
SO-000243,2025-12-19,187,8,318,4,156.11
SO-000243,2025-12-19,187,8,16,1,145.28
SO-000243,2025-12-19,187,8,311,4,108.22
SO-000243,2025-12-19,187,8,135,2,215.67
SO-000243,2025-12-19,187,8,163,1,259.97
SO-000244,2025-12-11,192,3,291,2,242.96
SO-000244,2025-12-11,192,3,242,6,74.59
SO-000245,2025-10-15,134,3,69,2,203.28
SO-000245,2025-10-15,134,3,125,1,289.25
SO-000245,2025-10-15,134,3,483,4,192.88
SO-000246,2026-02-03,163,2,105,7,131.16
SO-000246,2026-02-03,163,2,76,5,107.38
SO-000247,2025-08-28,193,2,376,2,300.19
SO-000248,2025-12-29,152,8,221,4,168.19
SO-000248,2025-12-29,152,8,264,2,228.6
SO-000249,2025-10-06,186,5,132,6,104.41
SO-000249,2025-10-06,186,5,475,4,318.12
SO-000250,2025-12-27,5,7,325,7,66.78
SO-000250,2025-12-27,5,7,247,6,34.67
SO-000250,2025-12-27,5,7,181,3,158.77
SO-000250,2025-12-27,5,7,43,5,230.42
SO-000251,2026-01-04,122,1,47,5,223.79
SO-000251,2026-01-04,122,1,157,2,199.63
SO-000252,2025-08-20,185,3,360,6,147.74
SO-000252,2025-08-20,185,3,452,6,160.37
SO-000253,2026-01-13,15,4,211,2,53.93
SO-000253,2026-01-13,15,4,163,3,51.33
SO-000253,2026-01-13,15,4,471,2,81.34
SO-000254,2025-11-17,100,8,492,4,186.55
SO-000254,2025-11-17,100,8,42,5,72.74
SO-000254,2025-11-17,100,8,95,3,67.12
SO-000254,2025-11-17,100,8,140,5,15.86
SO-000255,2025-12-05,175,1,442,1,57.26
SO-000255,2025-12-05,175,1,222,2,67.84
SO-000255,2025-12-05,175,1,209,1,199.32
SO-000255,2025-12-05,175,1,217,3,246.46
SO-000255,2025-12-05,175,1,343,2,10.54
SO-000256,2025-12-20,175,5,249,4,59.98
SO-000256,2025-12-20,175,5,230,1,223.11
SO-000257,2025-11-20,104,7,386,4,305.53
SO-000257,2025-11-20,104,7,302,5,214.05
SO-000258,2025-10-01,98,1,374,7,251.99
SO-000259,2025-11-29,135,7,27,7,231.58
SO-000260,2025-09-13,164,7,62,1,228.77
SO-000260,2025-09-13,164,7,204,7,64.16
SO-000260,2025-09-13,164,7,206,7,220.19
SO-000260,2025-09-13,164,7,377,3,306.74
SO-000260,2025-09-13,164,7,328,7,290.75
SO-000261,2025-10-02,197,7,83,2,104.87
SO-000262,2025-10-03,85,5,374,5,312.99
SO-000262,2025-10-03,85,5,272,2,63.46
SO-000263,2025-08-30,73,4,300,3,132.41
SO-000264,2025-11-15,101,6,50,4,250.07
SO-000264,2025-11-15,101,6,442,2,243.34
SO-000264,2025-11-15,101,6,138,6,271.58
SO-000264,2025-11-15,101,6,298,5,220.26
SO-000265,2025-11-11,89,5,334,2,61.72
SO-000265,2025-11-11,89,5,408,1,250.48
SO-000265,2025-11-11,89,5,259,4,193.42
SO-000265,2025-11-11,89,5,248,5,71.64
SO-000266,2025-08-27,180,7,432,1,171.09
SO-000266,2025-08-27,180,7,182,7,24.75
SO-000266,2025-08-27,180,7,342,5,167.1
SO-000266,2025-08-27,180,7,218,6,242.39
SO-000266,2025-08-27,180,7,145,7,305.07
SO-000267,2025-11-13,106,2,37,5,138.6
SO-000267,2025-11-13,106,2,100,3,88.93
SO-000267,2025-11-13,106,2,254,4,24.28
SO-000268,2025-09-10,36,8,417,5,151.11
SO-000268,2025-09-10,36,8,422,5,276.3
SO-000268,2025-09-10,36,8,433,1,312.19
SO-000269,2025-09-12,118,8,407,3,273.89
SO-000270,2026-02-15,157,2,109,1,259.69
SO-000270,2026-02-15,157,2,177,2,18.14
SO-000271,2026-02-04,86,8,235,2,248.75
SO-000271,2026-02-04,86,8,184,3,278.22
SO-000272,2025-12-22,27,4,329,6,267.81
SO-000272,2025-12-22,27,4,36,3,15.22
SO-000272,2025-12-22,27,4,142,2,148.83
SO-000273,2025-11-25,93,1,155,3,261.83
SO-000273,2025-11-25,93,1,265,7,309.94
SO-000273,2025-11-25,93,1,262,5,20.57
SO-000274,2026-01-21,127,3,171,4,136.23
SO-000274,2026-01-21,127,3,462,1,233.88
SO-000275,2026-01-08,108,6,93,2,132.4
SO-000275,2026-01-08,108,6,215,1,250.15
SO-000275,2026-01-08,108,6,25,7,38.72
SO-000276,2025-11-06,104,4,35,3,93.71
SO-000276,2025-11-06,104,4,305,5,160.04
SO-000276,2025-11-06,104,4,238,2,149.52
SO-000276,2025-11-06,104,4,31,5,164.18
SO-000277,2026-01-27,36,5,298,3,169.6
SO-000278,2025-08-22,35,3,228,3,291.99
SO-000278,2025-08-22,35,3,64,1,272.38
SO-000278,2025-08-22,35,3,101,2,289.17
SO-000278,2025-08-22,35,3,214,2,36.42
SO-000279,2026-02-05,4,4,308,4,237.36
SO-000279,2026-02-05,4,4,345,2,75.07
SO-000279,2026-02-05,4,4,453,1,117.04
SO-000279,2026-02-05,4,4,157,6,189.99
SO-000280,2025-12-03,41,7,251,4,108.5
SO-000280,2025-12-03,41,7,307,6,304.86
SO-000280,2025-12-03,41,7,76,6,100.51
SO-000281,2026-02-04,80,5,368,5,311.81
SO-000281,2026-02-04,80,5,20,1,197.12
SO-000282,2025-12-30,42,4,458,7,194.75
SO-000282,2025-12-30,42,4,44,3,315.29
SO-000283,2025-12-15,32,5,4,7,162.16
SO-000283,2025-12-15,32,5,353,3,149.53
SO-000283,2025-12-15,32,5,159,3,181.33
SO-000283,2025-12-15,32,5,250,7,89.81
SO-000283,2025-12-15,32,5,44,1,314.73
SO-000284,2025-10-25,75,2,22,2,201.9
SO-000284,2025-10-25,75,2,95,7,14.29
SO-000285,2025-10-30,162,8,377,7,85.6
SO-000285,2025-10-30,162,8,192,4,76.76
SO-000285,2025-10-30,162,8,151,3,282.79
SO-000285,2025-10-30,162,8,304,6,147.59
SO-000286,2025-08-25,153,8,194,3,114.48
SO-000287,2025-10-21,50,7,466,5,49.22
SO-000287,2025-10-21,50,7,15,2,164.86
SO-000287,2025-10-21,50,7,268,6,198.39
SO-000288,2026-02-13,151,8,441,6,150.97
SO-000289,2025-10-04,142,4,295,5,111.27
SO-000289,2025-10-04,142,4,227,5,164.79
SO-000289,2025-10-04,142,4,160,2,63.92
SO-000289,2025-10-04,142,4,126,3,159.42
SO-000289,2025-10-04,142,4,15,3,133.67
SO-000290,2026-01-31,108,2,280,4,206.88
SO-000290,2026-01-31,108,2,243,1,134.86
SO-000290,2026-01-31,108,2,151,4,162.44
SO-000290,2026-01-31,108,2,286,2,182.47
SO-000291,2025-11-30,135,4,86,2,259.32
SO-000291,2025-11-30,135,4,465,7,184.03
SO-000291,2025-11-30,135,4,414,6,112.51
SO-000292,2025-12-30,99,1,271,1,165.43
SO-000292,2025-12-30,99,1,216,7,253.72
SO-000292,2025-12-30,99,1,273,5,145.36
SO-000293,2025-11-25,33,2,123,7,186.55
SO-000293,2025-11-25,33,2,366,6,227.71
SO-000293,2025-11-25,33,2,168,7,249.68
SO-000293,2025-11-25,33,2,189,2,153.37
SO-000294,2025-11-21,180,2,102,6,125.59
SO-000294,2025-11-21,180,2,158,5,158.09
SO-000294,2025-11-21,180,2,115,5,69.31
SO-000294,2025-11-21,180,2,304,7,245.65
SO-000295,2026-01-21,51,3,395,4,30.39
SO-000296,2025-09-27,16,4,366,4,24.53
SO-000296,2025-09-27,16,4,7,6,53.93
SO-000296,2025-09-27,16,4,92,1,257.16
SO-000297,2025-10-03,12,3,348,2,236.82
SO-000297,2025-10-03,12,3,131,2,205.15
SO-000297,2025-10-03,12,3,462,5,79.97
SO-000297,2025-10-03,12,3,295,5,260.09
SO-000297,2025-10-03,12,3,113,3,243.66
SO-000298,2025-09-02,85,8,303,7,152.43
SO-000298,2025-09-02,85,8,332,4,194.7
SO-000298,2025-09-02,85,8,70,1,37.59
SO-000298,2025-09-02,85,8,136,7,171.21
SO-000299,2025-08-25,142,6,146,1,246.39
SO-000299,2025-08-25,142,6,75,3,155.19
SO-000299,2025-08-25,142,6,90,5,60.31
SO-000299,2025-08-25,142,6,250,6,91.69
SO-000300,2025-11-13,116,8,415,5,303.6
SO-000300,2025-11-13,116,8,30,5,185.59
SO-000301,2025-09-03,185,5,318,1,64.87
SO-000301,2025-09-03,185,5,436,5,227.65
SO-000301,2025-09-03,185,5,241,6,67.57
SO-000301,2025-09-03,185,5,360,3,300.68
SO-000301,2025-09-03,185,5,362,2,154.82
SO-000302,2025-12-05,168,1,203,3,91.4
SO-000302,2025-12-05,168,1,199,4,257.56
SO-000303,2026-01-22,144,8,304,4,89.71
SO-000303,2026-01-22,144,8,344,5,103.78
SO-000303,2026-01-22,144,8,301,5,130.29
SO-000303,2026-01-22,144,8,181,1,283.65
SO-000304,2026-01-14,72,6,174,2,58.09
SO-000304,2026-01-14,72,6,2,1,278.29
SO-000305,2025-11-22,97,8,149,4,293.68
SO-000305,2025-11-22,97,8,407,1,105.37
SO-000305,2025-11-22,97,8,187,4,156.54
SO-000305,2025-11-22,97,8,337,3,119.98
SO-000305,2025-11-22,97,8,373,2,35.79
SO-000306,2025-11-25,42,2,137,6,130.38
SO-000307,2026-02-12,190,8,403,4,184.66
SO-000308,2025-10-04,15,5,302,6,256.53
SO-000308,2025-10-04,15,5,178,6,308.32
SO-000308,2025-10-04,15,5,500,5,43.47
SO-000309,2025-10-04,174,4,20,2,111.03
SO-000309,2025-10-04,174,4,125,6,125.12
SO-000309,2025-10-04,174,4,69,6,154.6
SO-000310,2025-09-13,155,2,6,4,85.32
SO-000310,2025-09-13,155,2,406,2,114.4
SO-000310,2025-09-13,155,2,22,6,162.17
SO-000310,2025-09-13,155,2,380,3,285.05
SO-000311,2025-12-21,105,1,394,6,317.22
SO-000311,2025-12-21,105,1,388,4,206.87
SO-000312,2026-01-20,8,1,400,1,132.21
SO-000312,2026-01-20,8,1,68,3,239.29
SO-000313,2025-10-31,114,4,261,1,123.93
SO-000313,2025-10-31,114,4,357,7,316.27
SO-000313,2025-10-31,114,4,406,4,153.52
SO-000314,2026-02-03,89,6,368,7,105.23
SO-000314,2026-02-03,89,6,142,4,249.28
SO-000314,2026-02-03,89,6,143,6,65.02
SO-000314,2026-02-03,89,6,115,5,281.12
SO-000314,2026-02-03,89,6,257,3,291.04
SO-000315,2025-09-29,128,4,251,7,151.69
SO-000315,2025-09-29,128,4,339,3,23.0
SO-000315,2025-09-29,128,4,302,3,124.14
SO-000316,2025-10-20,83,5,446,4,191.35
SO-000317,2026-02-01,52,1,366,2,283.8
SO-000317,2026-02-01,52,1,33,4,33.59
SO-000318,2026-01-19,165,2,109,1,262.68
SO-000318,2026-01-19,165,2,447,2,71.35
SO-000318,2026-01-19,165,2,395,7,51.86
SO-000319,2025-08-23,104,6,32,4,257.5
SO-000319,2025-08-23,104,6,87,6,294.62
SO-000320,2026-02-11,77,7,56,5,169.6
SO-000320,2026-02-11,77,7,209,4,315.25
SO-000320,2026-02-11,77,7,45,6,152.28
SO-000320,2026-02-11,77,7,359,3,13.73
SO-000321,2026-01-15,21,5,498,4,140.55
SO-000321,2026-01-15,21,5,263,6,193.31
SO-000321,2026-01-15,21,5,462,7,239.66
SO-000322,2026-01-31,34,2,83,7,284.66
SO-000322,2026-01-31,34,2,90,1,180.41
SO-000322,2026-01-31,34,2,86,1,166.27
SO-000322,2026-01-31,34,2,146,7,213.19
SO-000323,2025-10-25,82,6,361,7,67.81
SO-000324,2025-12-14,4,8,293,5,23.07
SO-000324,2025-12-14,4,8,299,3,279.8
SO-000324,2025-12-14,4,8,97,3,302.86
SO-000324,2025-12-14,4,8,368,5,107.18
SO-000325,2025-10-13,112,3,11,3,294.91
SO-000326,2025-11-03,60,8,209,5,131.83
SO-000326,2025-11-03,60,8,381,4,35.14
SO-000326,2025-11-03,60,8,141,3,119.6
SO-000326,2025-11-03,60,8,186,4,166.69
SO-000326,2025-11-03,60,8,213,2,214.75
SO-000327,2025-12-04,47,3,362,6,185.69
SO-000327,2025-12-04,47,3,345,5,204.91
SO-000328,2025-09-23,106,8,353,2,308.19
SO-000328,2025-09-23,106,8,475,6,317.34
SO-000328,2025-09-23,106,8,152,1,307.5
SO-000329,2025-10-31,105,6,27,2,8.52
SO-000329,2025-10-31,105,6,260,3,256.68
SO-000329,2025-10-31,105,6,39,3,201.02
SO-000329,2025-10-31,105,6,370,2,229.87
SO-000330,2025-10-14,32,2,78,5,157.39
SO-000331,2025-10-15,77,6,170,6,257.24
SO-000331,2025-10-15,77,6,181,6,226.11
SO-000331,2025-10-15,77,6,224,1,150.54
SO-000331,2025-10-15,77,6,403,3,153.82
SO-000331,2025-10-15,77,6,38,3,300.61
SO-000332,2026-01-20,164,7,97,1,66.1
SO-000332,2026-01-20,164,7,483,3,199.12
SO-000332,2026-01-20,164,7,126,4,202.9
SO-000333,2026-02-06,7,1,177,6,209.09
SO-000333,2026-02-06,7,1,281,3,70.63
SO-000333,2026-02-06,7,1,103,2,309.22
SO-000333,2026-02-06,7,1,76,2,99.15
SO-000333,2026-02-06,7,1,139,3,9.96
SO-000334,2025-09-12,155,8,465,3,96.07
SO-000334,2025-09-12,155,8,249,5,203.2
SO-000334,2025-09-12,155,8,114,6,117.54
SO-000335,2026-02-02,3,8,293,7,214.67
SO-000335,2026-02-02,3,8,351,5,27.69
SO-000335,2026-02-02,3,8,417,5,20.71
SO-000336,2025-08-23,83,7,31,1,141.79
SO-000336,2025-08-23,83,7,400,7,119.45
SO-000336,2025-08-23,83,7,378,3,25.37
SO-000336,2025-08-23,83,7,135,4,80.08
SO-000336,2025-08-23,83,7,350,1,35.67
SO-000337,2026-02-09,107,3,456,1,242.33
SO-000337,2026-02-09,107,3,42,7,213.34
SO-000337,2026-02-09,107,3,203,4,305.97
SO-000337,2026-02-09,107,3,186,7,302.07
SO-000337,2026-02-09,107,3,351,2,311.48
SO-000338,2025-10-08,199,4,54,2,250.28
SO-000338,2025-10-08,199,4,104,4,298.41
SO-000338,2025-10-08,199,4,491,1,33.16
SO-000338,2025-10-08,199,4,227,3,26.51
SO-000338,2025-10-08,199,4,392,5,220.78
SO-000339,2025-11-08,80,8,80,3,29.32
SO-000339,2025-11-08,80,8,5,5,301.49
SO-000339,2025-11-08,80,8,262,1,278.83
SO-000340,2025-08-30,59,4,355,4,42.58
SO-000341,2025-10-05,39,5,134,1,226.9
SO-000341,2025-10-05,39,5,255,6,292.02
SO-000341,2025-10-05,39,5,336,3,261.85
SO-000341,2025-10-05,39,5,28,4,235.31
SO-000342,2025-09-03,177,3,127,4,159.49
SO-000342,2025-09-03,177,3,180,6,268.11
SO-000342,2025-09-03,177,3,248,6,194.36
SO-000342,2025-09-03,177,3,199,5,126.27
SO-000343,2025-10-11,198,1,25,7,282.03
SO-000343,2025-10-11,198,1,173,7,24.88
SO-000344,2026-01-27,81,2,234,5,157.85
SO-000344,2026-01-27,81,2,172,5,135.32
SO-000344,2026-01-27,81,2,459,7,140.96
SO-000345,2025-09-26,50,4,233,1,202.32
SO-000345,2025-09-26,50,4,154,3,276.52
SO-000345,2025-09-26,50,4,52,1,235.51
SO-000345,2025-09-26,50,4,496,5,223.52
SO-000345,2025-09-26,50,4,239,2,162.88
SO-000346,2025-11-14,38,6,277,6,134.99
SO-000346,2025-11-14,38,6,56,4,177.01
SO-000347,2025-12-05,68,1,363,4,122.35
SO-000347,2025-12-05,68,1,407,7,95.35
SO-000347,2025-12-05,68,1,451,6,242.14
SO-000347,2025-12-05,68,1,457,2,20.53
SO-000348,2025-11-06,141,4,157,2,37.37
SO-000348,2025-11-06,141,4,358,1,178.86
SO-000349,2025-12-10,167,4,452,7,292.97
SO-000349,2025-12-10,167,4,228,3,234.88
SO-000349,2025-12-10,167,4,44,3,252.0
SO-000349,2025-12-10,167,4,165,6,183.58
SO-000350,2025-11-25,56,2,481,7,64.94
SO-000350,2025-11-25,56,2,364,4,190.22
SO-000351,2026-01-16,131,4,355,3,110.16
SO-000351,2026-01-16,131,4,368,6,236.65
SO-000351,2026-01-16,131,4,341,5,271.73
SO-000352,2025-09-05,36,8,251,2,194.51
SO-000352,2025-09-05,36,8,10,1,55.31
SO-000352,2025-09-05,36,8,495,1,165.64
SO-000352,2025-09-05,36,8,117,4,194.02
SO-000352,2025-09-05,36,8,71,5,103.93
SO-000353,2025-12-31,92,8,152,4,235.56
SO-000353,2025-12-31,92,8,42,3,151.66
SO-000353,2025-12-31,92,8,425,3,158.6
SO-000354,2026-01-03,135,4,488,1,111.32
SO-000354,2026-01-03,135,4,158,3,14.82
SO-000355,2026-01-06,149,7,213,5,203.82
SO-000355,2026-01-06,149,7,452,4,89.84
SO-000355,2026-01-06,149,7,402,7,271.82
SO-000356,2026-01-16,137,7,10,7,56.37
SO-000356,2026-01-16,137,7,251,3,175.22
SO-000356,2026-01-16,137,7,301,7,95.92
SO-000356,2026-01-16,137,7,140,4,134.81
SO-000357,2025-11-02,152,7,107,4,156.79
SO-000357,2025-11-02,152,7,423,1,188.05
SO-000358,2025-09-16,182,4,69,3,308.13
SO-000358,2025-09-16,182,4,106,7,227.41
SO-000359,2026-02-13,61,3,372,2,118.29
SO-000359,2026-02-13,61,3,124,2,291.65
SO-000359,2026-02-13,61,3,231,1,129.48
SO-000360,2025-11-27,175,6,171,1,118.67
SO-000360,2025-11-27,175,6,467,2,57.41
SO-000360,2025-11-27,175,6,460,4,22.01
SO-000361,2026-01-26,177,7,236,6,31.49
SO-000362,2025-09-29,78,7,22,3,194.71
SO-000362,2025-09-29,78,7,189,5,125.6
SO-000362,2025-09-29,78,7,307,2,199.62
SO-000362,2025-09-29,78,7,44,3,48.82
SO-000362,2025-09-29,78,7,289,2,83.79
SO-000363,2025-11-26,168,1,380,2,24.75
SO-000363,2025-11-26,168,1,127,2,252.49
SO-000363,2025-11-26,168,1,89,1,216.78
SO-000364,2025-11-04,90,7,439,1,123.21
SO-000364,2025-11-04,90,7,428,1,38.35
SO-000364,2025-11-04,90,7,282,1,29.35
SO-000365,2025-10-01,18,1,306,5,39.75
SO-000365,2025-10-01,18,1,468,5,32.15
SO-000366,2026-01-08,198,3,14,6,242.8
SO-000366,2026-01-08,198,3,124,4,265.6
SO-000366,2026-01-08,198,3,92,7,211.87
SO-000366,2026-01-08,198,3,218,1,175.71
SO-000367,2026-02-07,117,2,130,7,142.63
SO-000367,2026-02-07,117,2,376,2,99.14
SO-000368,2025-12-16,131,6,351,7,24.25
SO-000368,2025-12-16,131,6,416,2,216.06
SO-000368,2025-12-16,131,6,313,5,168.91
SO-000369,2025-10-28,12,2,169,4,268.14
SO-000369,2025-10-28,12,2,336,1,311.17
SO-000370,2026-01-11,89,3,434,3,12.84
SO-000370,2026-01-11,89,3,465,1,40.53
SO-000370,2026-01-11,89,3,489,3,79.96
SO-000370,2026-01-11,89,3,175,3,226.52
SO-000371,2025-12-31,60,7,410,5,43.72
SO-000371,2025-12-31,60,7,167,4,33.71
SO-000372,2026-02-09,129,3,226,6,113.11
SO-000372,2026-02-09,129,3,97,5,83.07
SO-000373,2025-11-06,77,4,212,7,126.32
SO-000373,2025-11-06,77,4,482,7,176.73
SO-000374,2025-12-01,125,3,87,1,42.16
SO-000374,2025-12-01,125,3,247,4,56.71
SO-000375,2025-12-21,196,7,365,6,290.48
SO-000375,2025-12-21,196,7,114,4,102.55
SO-000376,2025-11-16,173,3,204,2,190.55
SO-000377,2025-11-30,16,5,227,1,288.63
SO-000378,2026-01-20,117,2,473,2,195.33
SO-000379,2025-09-19,97,5,277,2,259.43
SO-000379,2025-09-19,97,5,57,3,43.31
SO-000379,2025-09-19,97,5,304,1,256.21
SO-000380,2026-02-02,137,7,442,4,237.19
SO-000380,2026-02-02,137,7,449,7,241.47
SO-000380,2026-02-02,137,7,448,7,261.89
SO-000380,2026-02-02,137,7,398,7,311.21
SO-000380,2026-02-02,137,7,410,4,205.31
SO-000381,2025-11-24,127,7,245,6,257.83
SO-000382,2025-10-06,197,2,166,2,25.53
SO-000382,2025-10-06,197,2,16,7,303.82
SO-000382,2025-10-06,197,2,495,2,310.73
